,tweet_type,bot,like_count,reply_count,retweet_count
325704,original,0.0,0,0,0
325716,original,0.0,1,0,1
325732,original,0.0,2,2,1
325737,original,0.0,1,0,0
325761,original,0.0,1,0,0
325777,original,1.0,1,2,0
325815,original,1.0,0,0,0
325817,original,0.0,0,0,0
325818,original,0.0,0,0,0
325822,original,0.0,0,0,0
325823,original,0.0,0,0,0
325825,original,0.0,0,0,0
325829,original,0.0,0,0,0
325838,original,0.0,2,0,1
325839,original,0.0,1,0,0
325895,original,0.0,4,0,0
325913,original,1.0,3,1,0
325917,original,0.0,1,1,0
325923,original,0.0,0,0,0
325937,original,0.0,4,0,1
326009,original,0.0,3,3,0
326027,original,0.0,0,0,0
326035,original,0.0,0,1,0
326038,original,0.0,0,0,0
326056,original,0.0,1,1,0
326071,original,0.0,27,1,8
326097,original,0.0,1,0,0
326104,original,0.0,2,0,0
326132,original,0.0,2,0,1
326151,original,0.0,4,0,2
326192,original,0.0,44,1,11
326235,original,1.0,1,0,0
326249,original,0.0,0,1,0
326317,original,0.0,0,0,0
326353,original,0.0,1,0,0
326395,original,0.0,4,1,0
326446,original,0.0,1,0,0
326482,original,0.0,7,6,3
326565,original,1.0,0,0,0
326570,original,1.0,0,0,0
326579,original,1.0,0,0,0
326583,original,1.0,0,0,0
326586,original,1.0,0,0,0
326595,original,1.0,0,0,0
326613,original,0.0,0,1,2
326650,original,0.0,0,0,0
326657,original,0.0,22,1,4
326684,original,0.0,1,0,0
326802,original,0.0,13,5,7
326827,original,0.0,0,0,0
326894,original,0.0,0,0,0
326913,original,0.0,0,0,0
326924,original,0.0,0,0,0
326996,original,0.0,4,0,2
327004,original,0.0,0,0,0
327018,original,1.0,0,1,0
327089,original,0.0,3,0,1
327103,original,0.0,6,0,0
327109,original,0.0,21,2,11
327110,original,0.0,1,1,0
327127,original,0.0,1,1,0
327129,original,0.0,20,2,5
327133,original,0.0,4,1,1
327149,original,0.0,9,1,7
327158,original,0.0,0,1,1
327159,original,0.0,3,0,0
327162,original,0.0,2,0,0
327163,original,0.0,0,0,0
327175,original,0.0,3,0,0
327189,original,0.0,3,1,0
327206,original,0.0,6,0,1
327214,original,0.0,0,0,0
327224,original,0.0,0,0,0
327239,original,0.0,19,0,2
327283,original,0.0,0,0,0
327284,original,0.0,2,0,2
327300,original,0.0,0,1,0
327306,original,0.0,1,0,0
327324,original,0.0,0,0,0
327340,original,0.0,3,0,1
327372,original,0.0,0,0,0
327436,original,0.0,2,0,0
327477,original,0.0,0,0,0
327491,original,0.0,1,0,0
327493,original,1.0,27,7,10
327496,original,1.0,0,0,0
327514,original,0.0,23,20,9
327525,original,0.0,1,0,0
327533,original,0.0,1,0,0
327566,original,0.0,2,0,0
327607,original,0.0,0,0,0
327611,original,0.0,1,0,1
327628,original,0.0,0,0,0
327636,original,0.0,1,0,0
327666,original,1.0,0,0,1
327731,original,1.0,0,0,0
327756,original,0.0,0,1,0
327763,original,0.0,1,4,1
327767,original,0.0,0,0,0
327770,original,1.0,33,6,11
327775,original,0.0,0,1,0
327782,original,0.0,8,2,5
327802,original,0.0,1,0,0
327806,original,0.0,2,0,0
327841,original,0.0,26,2,5
327867,original,0.0,5,0,0
327887,original,0.0,21,5,3
327923,original,0.0,1,1,1
327934,original,0.0,0,0,0
327965,original,0.0,1,0,0
328053,original,0.0,0,0,0
328057,original,0.0,0,0,0
328101,original,0.0,0,0,0
328103,original,0.0,0,0,0
328106,original,0.0,0,0,0
328109,original,0.0,0,0,0
328114,original,0.0,0,0,0
328144,original,0.0,6,0,0
328150,original,0.0,4,1,0
328154,original,0.0,18,7,8
328167,original,0.0,4,4,2
328177,original,0.0,0,0,0
328183,original,1.0,0,0,0
328200,original,0.0,296,37,112
328256,original,0.0,1,0,1
328265,original,1.0,0,0,0
328267,original,0.0,1,0,1
328270,original,0.0,0,0,0
328277,original,0.0,3,0,3
328282,original,0.0,46,10,8
328291,original,0.0,34,10,5
328313,original,0.0,2,0,0
328378,original,1.0,0,0,0
328475,original,0.0,2,1,1
328479,original,1.0,0,0,0
328540,original,0.0,1,0,0
328565,original,0.0,1,2,0
328569,original,0.0,2,0,1
328577,original,0.0,10,0,0
328580,original,0.0,1,0,0
328592,original,0.0,2,0,0
328598,original,0.0,8,0,2
328619,original,0.0,0,0,0
328622,original,0.0,2,3,0
328696,original,0.0,1,3,0
328808,original,0.0,1,0,0
328882,original,0.0,4,2,1
328931,original,0.0,1,0,0
328949,original,0.0,0,2,0
328956,original,0.0,1,0,0
328972,original,0.0,4,2,1
329057,original,0.0,1,0,0
329122,original,0.0,1,0,0
329148,original,0.0,1,1,0
329247,original,0.0,5,1,1
329295,original,0.0,86,22,22
329444,original,0.0,43,6,26
329526,original,0.0,3,1,2
329572,original,0.0,0,0,0
329583,original,1.0,0,0,0
329596,original,0.0,0,1,0
329626,original,0.0,2,1,0
329652,original,0.0,0,1,0
329655,original,0.0,0,1,0
329681,original,0.0,0,1,0
329683,original,0.0,1,0,0
329684,original,1.0,4,0,1
329701,original,0.0,0,0,0
329703,original,0.0,8,1,1
329754,original,0.0,0,0,0
329772,original,0.0,0,0,0
329780,original,0.0,1,0,0
329790,original,0.0,4,0,1
329817,original,0.0,0,0,0
329834,original,0.0,2,1,0
329973,original,1.0,1,1,0
330019,original,0.0,2,0,0
330054,original,0.0,1,0,1
330080,original,0.0,1,1,0
330091,original,0.0,5,3,2
330113,original,0.0,0,1,0
330159,original,0.0,6,5,6
330163,original,0.0,0,0,0
330184,original,1.0,2,3,0
330194,original,0.0,4,0,0
330203,original,1.0,0,0,0
330206,original,1.0,0,0,0
330209,original,1.0,0,1,0
330216,original,1.0,0,0,0
330218,original,1.0,0,0,0
330226,original,1.0,0,0,0
330230,original,1.0,0,1,0
330231,original,0.0,0,1,0
330233,original,0.0,0,0,0
330234,original,1.0,0,1,0
330284,original,0.0,1,1,0
330365,original,0.0,1,0,0
330398,original,0.0,0,1,0
330419,original,0.0,0,0,0
330422,original,0.0,4,0,0
330464,original,0.0,0,0,0
330478,original,1.0,0,0,0
330480,original,1.0,0,0,0
330494,original,0.0,9,6,1
330502,original,0.0,0,0,0
330515,original,0.0,5,0,2
330523,original,1.0,0,1,0
330526,original,0.0,2,0,0
330532,original,0.0,17,5,4
330533,original,0.0,188,16,30
330538,original,0.0,7,2,1
330544,original,0.0,3,2,1
330597,original,0.0,2,0,1
330628,original,1.0,0,0,0
330644,original,1.0,0,0,0
330652,original,0.0,3,0,0
330662,original,1.0,0,0,0
330753,original,0.0,6,0,0
330760,original,0.0,0,0,0
330813,original,1.0,0,0,0
330834,original,0.0,0,0,0
330838,original,0.0,1,0,0
330864,original,1.0,0,0,0
330867,original,0.0,11,0,0
330894,original,0.0,0,0,0
330899,original,0.0,1,0,0
330902,original,0.0,0,1,0
330913,original,0.0,0,0,0
330914,original,0.0,0,1,0
330916,original,0.0,2,0,0
330930,original,0.0,0,0,0
330932,original,1.0,2,0,0
330934,original,1.0,0,0,0
330935,original,1.0,0,0,0
330936,original,1.0,0,0,0
330938,original,1.0,0,0,0
330940,original,1.0,0,0,0
330942,original,1.0,0,0,0
330965,original,0.0,139,9,55
330977,original,0.0,1,0,0
331000,original,0.0,1,0,0
331035,original,0.0,2,2,1
331048,original,1.0,0,0,0
331090,original,0.0,0,0,0
331097,original,0.0,1,1,1
331099,original,0.0,0,0,0
331107,original,0.0,0,0,0
331110,original,0.0,0,1,0
331183,original,0.0,0,0,0
331187,original,0.0,7,1,3
331189,original,0.0,0,0,0
331193,original,1.0,1,0,0
331198,original,0.0,6,3,0
331208,original,0.0,0,0,0
331209,original,0.0,1,0,1
331224,original,0.0,82,5,17
331237,original,0.0,4,0,0
331241,original,0.0,0,1,0
331244,original,0.0,136,5,38
331274,original,0.0,0,2,0
331300,original,0.0,91,4,24
331320,original,0.0,0,3,0
331334,original,0.0,0,0,0
331348,original,0.0,96,5,25
331365,original,0.0,46,6,23
331389,original,0.0,154,9,34
331396,original,0.0,11,1,6
331410,original,0.0,6,0,4
331474,original,0.0,8,2,6
331508,original,1.0,0,0,0
331513,original,0.0,0,0,0
331514,original,0.0,1,0,0
331517,original,0.0,37,2,12
331533,original,0.0,5,0,0
331556,original,0.0,0,1,0
331557,original,0.0,1,1,1
331593,original,0.0,2,0,0
331619,original,0.0,1,1,0
331629,original,0.0,1,0,1
331631,original,1.0,0,0,0
331639,original,0.0,0,0,0
331640,original,1.0,0,1,0
331643,original,1.0,1,3,0
331649,original,0.0,1,1,0
331684,original,1.0,1,0,0
331747,original,0.0,0,0,0
331785,original,0.0,1,0,1
331874,original,0.0,1,1,0
331877,original,0.0,0,0,0
331889,original,0.0,2,1,0
331904,original,0.0,2,0,1
331933,original,0.0,0,0,0
331973,original,0.0,1,0,0
331980,original,0.0,0,0,0
332003,original,0.0,0,0,0
332008,original,0.0,0,0,0
332142,original,0.0,0,0,0
332153,original,0.0,0,0,0
332158,original,0.0,0,0,0
332195,original,0.0,0,0,0
332197,original,1.0,0,0,1
332204,original,0.0,1,0,1
332261,original,0.0,1,0,0
332290,original,0.0,40,4,10
332296,original,0.0,1,0,0
332330,original,0.0,4,0,2
332340,original,1.0,1,0,0
332382,original,0.0,5,1,2
332393,original,1.0,1,0,0
332402,original,1.0,1,0,0
332414,original,0.0,0,0,0
332464,original,0.0,0,0,0
332466,original,0.0,0,0,0
332467,original,0.0,0,0,0
332468,original,0.0,0,0,0
332505,original,0.0,0,0,0
332590,original,1.0,0,0,0
332641,original,0.0,6,0,5
332652,original,0.0,0,0,0
332716,original,0.0,3,0,1
332728,original,0.0,2,0,0
332733,original,0.0,49,3,19
332784,original,0.0,1,0,0
332803,original,0.0,1,0,0
332850,original,0.0,3,0,0
332884,original,0.0,6,0,4
332899,original,0.0,4,0,0
332918,original,0.0,0,0,0
332929,original,0.0,0,0,0
332944,original,0.0,0,0,0
332950,original,0.0,20,5,4
332954,original,0.0,0,0,0
332956,original,0.0,0,0,0
332963,original,0.0,6,2,2
332975,original,0.0,1,0,0
332977,original,0.0,0,0,0
332981,original,0.0,156,4,12
332986,original,0.0,3,0,1
332992,original,0.0,2,0,1
333012,original,0.0,0,0,2
333039,original,0.0,0,0,0
333045,original,0.0,0,0,0
333047,original,0.0,0,1,0
333050,original,0.0,1,1,0
333057,original,0.0,4,1,2
333060,original,0.0,93,18,21
333065,original,0.0,49,3,27
333066,original,0.0,8,1,1
333068,original,0.0,0,0,0
333080,original,1.0,5,4,2
333087,original,1.0,2,0,2
333089,original,0.0,6,4,0
333090,original,1.0,1,0,1
333091,original,0.0,3,0,1
333092,original,0.0,0,0,0
333096,original,0.0,4,0,0
333097,original,1.0,0,1,0
333102,original,0.0,2,0,1
333108,original,0.0,0,0,0
333112,original,0.0,1,0,0
333130,original,0.0,0,0,0
333134,original,0.0,2,0,0
333184,original,0.0,1,0,0
333193,original,0.0,0,0,0
333222,original,0.0,0,2,0
333250,original,0.0,3,0,3
333352,original,0.0,0,0,0
333361,original,0.0,0,0,0
333370,original,0.0,15,3,2
333375,original,0.0,0,1,0
333382,original,0.0,3,37,1
333396,original,0.0,11,3,2
333402,original,0.0,1,0,0
333416,original,0.0,0,1,0
333432,original,0.0,42,1,39
333450,original,1.0,129,48,24
333461,original,1.0,0,0,0
333466,original,0.0,1,0,0
333479,original,0.0,0,0,0
333492,original,0.0,3,0,1
333560,original,0.0,32,0,12
333562,original,0.0,0,0,0
333579,original,0.0,2,0,1
333589,original,0.0,0,0,0
333625,original,1.0,0,1,0
333657,original,0.0,0,1,0
333667,original,0.0,1,1,0
333698,original,0.0,1,0,0
333728,original,0.0,3,8,0
333729,original,0.0,0,0,0
333733,original,0.0,0,0,0
333734,original,0.0,0,0,0
333738,original,0.0,0,0,0
333740,original,1.0,1,0,0
333749,original,0.0,0,0,0
333752,original,0.0,3,2,1
333755,original,0.0,0,0,0
333763,original,0.0,0,0,0
333809,original,1.0,2,0,0
333847,original,0.0,0,0,0
333873,original,0.0,0,0,0
333876,original,0.0,0,0,0
333877,original,0.0,0,0,0
333881,original,0.0,0,0,0
333884,original,0.0,3,0,0
333890,original,0.0,0,0,0
333892,original,0.0,0,0,0
333949,original,0.0,1,0,0
333963,original,0.0,0,0,0
333972,original,0.0,9,1,8
334023,original,0.0,1,0,0
334027,original,0.0,0,0,0
334054,original,0.0,3,0,1
334071,original,0.0,0,0,0
334079,original,0.0,1,0,0
334100,original,1.0,0,0,0
334121,original,0.0,0,1,0
334135,original,0.0,0,0,0
334148,original,0.0,1,0,0
334153,original,1.0,0,1,0
334155,original,0.0,2,9,0
334203,original,0.0,3,0,0
334217,original,0.0,0,4,0
334250,original,0.0,0,0,0
334275,original,0.0,0,1,0
334293,original,0.0,0,0,0
334312,original,0.0,0,0,0
334322,original,0.0,0,0,0
334349,original,0.0,1,1,0
334387,original,0.0,0,0,0
334401,original,1.0,0,0,0
334402,original,1.0,0,0,0
334404,original,1.0,0,0,0
334405,original,1.0,0,0,0
334406,original,1.0,0,0,0
334408,original,1.0,0,0,0
334429,original,0.0,1,0,0
334437,original,0.0,0,0,0
334449,original,0.0,1,0,0
334453,original,1.0,0,0,0
334454,original,1.0,0,0,0
334455,original,1.0,0,0,0
334456,original,1.0,0,0,0
334457,original,1.0,0,0,0
334459,original,0.0,1,0,0
334465,original,0.0,1,0,0
334466,original,0.0,0,1,0
334483,original,0.0,1,0,0
334484,original,0.0,0,0,0
334486,original,0.0,7,1,1
334496,original,0.0,4,0,3
334522,original,0.0,5,1,0
334535,original,0.0,0,0,0
334547,original,0.0,2,0,0
334558,original,0.0,0,0,0
334559,original,0.0,1,0,1
334560,original,0.0,0,0,1
334562,original,0.0,0,1,0
334563,original,1.0,18,2,7
334565,original,0.0,0,1,0
334573,original,0.0,6,2,1
334574,original,0.0,1,0,0
334581,original,0.0,0,0,1
334584,original,0.0,0,0,1
334588,original,0.0,0,0,0
334590,original,0.0,0,0,1
334593,original,0.0,2,2,2
334599,original,0.0,1,1,1
334604,original,0.0,1,0,1
334614,original,0.0,0,0,0
334615,original,0.0,2,1,0
334616,original,0.0,0,1,0
334655,original,0.0,0,0,0
334658,original,1.0,0,0,0
334666,original,1.0,0,0,0
334667,original,0.0,6,4,1
334668,original,1.0,0,0,0
334670,original,1.0,0,0,0
334671,original,0.0,1,0,0
334681,original,0.0,1,0,0
334685,original,0.0,0,0,0
334691,original,1.0,1,1,0
334692,original,0.0,2,0,0
334712,original,0.0,0,1,0
334737,original,0.0,71,13,38
334742,original,0.0,8,1,1
334750,original,1.0,0,0,0
334751,original,0.0,0,0,0
334781,original,0.0,0,0,0
334798,original,0.0,0,0,0
334819,original,0.0,0,1,0
334828,original,0.0,7,2,0
334829,original,1.0,0,0,0
334830,original,1.0,0,0,0
334832,original,1.0,0,0,0
334833,original,1.0,0,0,0
334875,original,1.0,0,0,0
334880,original,0.0,2,1,0
334888,original,0.0,1,0,0
334899,original,0.0,67,9,14
334903,original,0.0,2,2,1
334910,original,1.0,5,4,0
334948,original,0.0,23,7,12
335002,original,0.0,0,0,0
335033,original,0.0,1,0,0
335067,original,0.0,42,5,6
335083,original,0.0,1,0,0
335103,original,0.0,1,0,0
335133,original,0.0,0,0,0
335192,original,0.0,7,2,0
335203,original,1.0,2,0,0
335237,original,0.0,2,0,0
335270,original,0.0,3,0,0
335272,original,0.0,10,0,4
335278,original,0.0,5,6,3
335281,original,0.0,56,12,3
335287,original,0.0,4,0,2
335346,original,0.0,0,1,0
335347,original,0.0,21,4,4
335368,original,0.0,2,0,1
335370,original,1.0,0,1,0
335373,original,0.0,7,2,0
335374,original,1.0,0,2,0
335377,original,1.0,26,3,11
335406,original,0.0,12,7,2
335433,original,0.0,148,22,41
335481,original,0.0,2,0,0
335514,original,0.0,0,0,0
335535,original,0.0,1,0,0
335608,original,0.0,0,0,0
335610,original,0.0,7,2,2
335612,original,1.0,0,0,0
335619,original,0.0,9,1,1
335657,original,0.0,2,1,0
335669,original,0.0,9,5,4
335678,original,0.0,1,1,0
335750,original,0.0,1,0,0
335834,original,0.0,0,0,0
335920,original,0.0,1,0,0
335935,original,1.0,0,0,0
335948,original,0.0,1,0,0
336017,original,0.0,0,2,0
336020,original,0.0,2,0,2
336024,original,0.0,0,0,0
336037,original,0.0,0,0,0
336039,original,0.0,0,0,0
336165,original,0.0,4,1,0
336216,original,0.0,4,1,3
336239,original,0.0,1,0,0
336270,original,1.0,3,0,0
336278,original,0.0,2,0,0
336279,original,0.0,0,0,0
336294,original,0.0,0,0,0
336306,original,0.0,1,0,0
336320,original,0.0,33,4,13
336322,original,0.0,1,1,0
336328,original,0.0,2,0,0
336341,original,0.0,0,1,1
336357,original,0.0,3,0,0
336396,original,0.0,1,0,1
336404,original,0.0,15,3,3
336413,original,0.0,1,0,0
336417,original,0.0,49,2,8
336420,original,1.0,0,0,0
336451,original,1.0,3,0,1
336457,original,1.0,3,2,1
336460,original,1.0,0,2,0
336465,original,0.0,1,1,0
336521,original,0.0,17,3,8
336567,original,0.0,8,2,4
336695,original,0.0,2,0,2
336737,original,0.0,0,2,1
336797,original,0.0,0,1,0
336799,original,0.0,1,0,0
336802,original,0.0,0,0,0
336813,original,0.0,0,0,0
336816,original,0.0,0,0,0
336831,original,0.0,0,5,0
336836,original,0.0,0,4,0
336837,original,0.0,1,6,0
336856,original,0.0,4,0,1
336873,original,0.0,0,0,2
336895,original,0.0,1,0,0
336904,original,0.0,3,2,1
336925,original,0.0,1,0,1
336928,original,0.0,0,0,0
336947,original,0.0,0,0,0
336952,original,0.0,0,0,0
336987,original,0.0,0,0,0
336999,original,0.0,1,1,0
337007,original,0.0,5,1,1
337021,original,0.0,0,0,0
337037,original,0.0,4,0,1
337081,original,0.0,29,5,8
337114,original,0.0,0,0,0
337120,original,0.0,0,0,0
337122,original,1.0,1,0,0
337159,original,0.0,0,0,0
337165,original,0.0,1,0,2
337215,original,0.0,1,1,0
337230,original,1.0,0,0,0
337232,original,0.0,0,0,0
337258,original,0.0,0,0,0
337286,original,1.0,1,6,1
337291,original,0.0,0,0,0
337330,original,0.0,1,0,0
337332,original,1.0,0,0,0
337340,original,0.0,0,1,0
337353,original,0.0,16,1,16
337355,original,0.0,0,0,0
337377,original,1.0,0,0,0
337402,original,0.0,0,0,0
337417,original,0.0,0,0,0
337437,original,0.0,0,2,0
337492,original,1.0,2,0,0
337504,original,0.0,1,1,0
337565,original,0.0,0,8,0
337637,original,0.0,3,0,1
337670,original,0.0,0,1,0
337691,original,0.0,0,0,0
337711,original,0.0,1,0,1
337732,original,0.0,0,1,0
337751,original,0.0,0,0,0
337758,original,1.0,0,2,0
337773,original,0.0,0,0,0
337803,original,0.0,0,0,0
337816,original,0.0,0,0,0
337827,original,0.0,22,1,8
337828,original,0.0,0,1,0
337835,original,0.0,0,0,1
337881,original,0.0,1,0,0
338028,original,0.0,39,6,7
338031,original,0.0,7,0,2
338064,original,0.0,3,2,2
338134,original,0.0,92,47,53
338137,original,0.0,1,0,0
338139,original,0.0,1,1,0
338172,original,0.0,21,2,7
338173,original,0.0,6,4,2
338178,original,0.0,0,0,0
338203,original,0.0,17,0,6
338205,original,0.0,0,0,0
338207,original,0.0,5,1,3
338212,original,0.0,2,0,1
338228,original,0.0,3,0,1
338239,original,0.0,0,0,0
338248,original,0.0,7,0,2
338251,original,0.0,3,0,1
338254,original,0.0,0,0,0
338262,original,0.0,0,0,0
338264,original,0.0,1,1,1
338271,original,0.0,2,1,0
338281,original,0.0,0,0,0
338282,original,0.0,0,0,0
338283,original,0.0,3,0,0
338284,original,0.0,2,0,4
338287,original,0.0,52,4,14
338338,original,0.0,0,0,0
338344,original,0.0,2,0,0
338354,original,0.0,1,0,0
338356,original,0.0,1,2,0
338404,original,0.0,0,0,0
338419,original,1.0,4,0,1
338462,original,0.0,6,1,1
338465,original,0.0,0,0,0
338719,original,0.0,0,0,0
338724,original,0.0,0,0,0
338729,original,0.0,1,0,0
338736,original,0.0,0,1,0
338743,original,1.0,3,1,0
338799,original,0.0,1,0,0
338804,original,0.0,0,0,0
338811,original,0.0,1,0,0
338854,original,0.0,0,0,0
338897,original,0.0,3,1,1
338899,original,0.0,3,1,0
338926,original,0.0,1,0,0
338928,original,1.0,14,5,5
338948,original,0.0,25,9,8
338975,original,0.0,1,0,1
339024,original,0.0,0,0,0
339045,original,0.0,0,0,0
339051,original,0.0,0,0,0
339085,original,0.0,1,0,0
339111,original,0.0,1,0,0
339129,original,1.0,2,0,0
339152,original,1.0,2,0,0
339176,original,0.0,0,0,0
339211,original,1.0,0,1,0
339213,original,0.0,1,0,0
339219,original,1.0,0,0,0
339222,original,1.0,0,0,0
339293,original,0.0,0,0,0
339300,original,1.0,1,1,0
339365,original,0.0,4,2,2
339380,original,0.0,1,1,1
339382,original,1.0,0,0,0
339392,original,0.0,0,0,0
339397,original,0.0,1,0,0
339407,original,0.0,0,0,0
339415,original,1.0,0,0,0
339434,original,0.0,0,0,0
339437,original,0.0,1,1,3
339440,original,0.0,1,0,0
339445,original,0.0,3,0,2
339446,original,1.0,0,0,0
339456,original,0.0,0,0,0
339462,original,1.0,8,3,1
339466,original,0.0,0,0,0
339469,original,0.0,2,0,0
339473,original,0.0,0,0,1
339482,original,0.0,0,0,0
339484,original,0.0,8,0,4
339493,original,0.0,2,0,0
339497,original,0.0,8,0,2
339498,original,1.0,0,0,0
339500,original,0.0,0,0,0
339502,original,0.0,1,0,0
339503,original,1.0,4,0,1
339506,original,1.0,2,0,1
339507,original,1.0,2,0,1
339508,original,1.0,1,1,0
339511,original,0.0,0,0,0
339520,original,0.0,0,0,0
339536,original,0.0,10,1,4
339544,original,1.0,2,2,0
339550,original,0.0,3,5,1
339554,original,0.0,2,0,0
339557,original,0.0,13,0,2
339562,original,0.0,7,0,2
339581,original,0.0,7,1,1
339583,original,0.0,4,1,0
339612,original,1.0,1,0,0
339622,original,0.0,1,0,1
339623,original,0.0,1,0,0
339630,original,0.0,2,0,1
339634,original,0.0,3,1,0
339640,original,0.0,0,0,0
339664,original,0.0,0,0,0
339675,original,0.0,1,0,0
339685,original,0.0,1,0,0
339686,original,0.0,0,0,0
339688,original,0.0,0,0,0
339713,original,0.0,5,1,4
339718,original,0.0,0,0,0
339742,original,0.0,2,0,1
339744,original,0.0,4,0,0
339747,original,0.0,10,0,1
339768,original,0.0,8,0,5
339771,original,0.0,1,0,0
339774,original,0.0,0,0,1
339777,original,0.0,4,1,2
339780,original,0.0,0,0,0
339784,original,0.0,0,0,1
339790,original,1.0,1,1,0
339794,original,0.0,1,2,3
339798,original,0.0,40,16,19
339811,original,0.0,0,0,0
339813,original,0.0,1,1,0
339825,original,0.0,1,1,1
339827,original,0.0,0,0,1
339829,original,0.0,0,0,0
339833,original,0.0,0,0,0
339835,original,0.0,2,1,1
339867,original,0.0,0,0,0
339881,original,0.0,3,1,3
339895,original,0.0,0,0,0
339913,original,0.0,1,2,0
339962,original,0.0,0,0,0
339964,original,0.0,1,0,0
339977,original,0.0,0,0,0
339979,original,0.0,0,0,0
339987,original,0.0,0,0,0
340009,original,0.0,0,0,0
340010,original,0.0,0,0,0
340018,original,0.0,4,2,1
340078,original,1.0,0,0,0
340147,original,0.0,1,0,0
340200,original,0.0,0,0,0
340246,original,0.0,5,3,0
340257,original,0.0,0,0,0
340258,original,0.0,0,0,0
340288,original,0.0,2,0,0
340289,original,0.0,0,2,0
340311,original,0.0,0,0,0
340321,original,0.0,4,0,0
340326,original,0.0,0,0,0
340353,original,0.0,2,0,1
340367,original,0.0,0,1,0
340371,original,0.0,0,0,0
340379,original,0.0,11,1,0
340416,original,0.0,0,0,0
340421,original,0.0,2,0,0
340429,original,1.0,0,0,0
340448,original,0.0,0,0,0
340473,original,0.0,3,1,3
340678,original,0.0,0,1,0
340681,original,1.0,1,5,1
340696,original,0.0,0,0,0
340720,original,1.0,0,0,0
340721,original,0.0,2,0,3
340726,original,0.0,1,1,0
340729,original,0.0,0,1,2
340743,original,1.0,9,0,5
340765,original,0.0,0,0,0
340785,original,0.0,14,4,1
340818,original,0.0,5,1,1
340821,original,1.0,0,0,0
340828,original,0.0,0,0,1
340847,original,0.0,7,0,1
340859,original,0.0,14,1,2
340871,original,0.0,1,0,0
340881,original,0.0,0,0,0
340889,original,0.0,3,0,1
340897,original,0.0,5,0,1
340902,original,0.0,4,61,31
340903,original,0.0,12,2,7
340907,original,0.0,1,0,0
340910,original,0.0,2,1,0
340945,original,0.0,0,0,0
340947,original,0.0,9,0,2
340987,original,0.0,0,0,0
341003,original,1.0,2,1,0
341035,original,0.0,8,2,0
341043,original,0.0,0,0,0
341052,original,0.0,0,0,0
341072,original,0.0,0,0,0
341101,original,0.0,1,1,0
341117,original,0.0,5,0,0
341166,original,0.0,0,0,0
341208,original,0.0,1,1,0
341252,original,0.0,2,1,0
341267,original,0.0,1,2,0
341292,original,0.0,16,1,1
341294,original,0.0,1,0,0
341305,original,0.0,0,0,0
341363,original,0.0,0,0,0
341401,original,0.0,0,0,0
341407,original,0.0,0,0,0
341411,original,0.0,0,0,0
341415,original,0.0,2,0,0
341450,original,0.0,2,1,0
341462,original,0.0,3,0,1
341516,original,1.0,1,0,1
341590,original,1.0,0,0,0
341682,original,0.0,0,0,0
341701,original,1.0,0,0,0
341734,original,1.0,0,0,0
341807,original,0.0,3,0,1
341812,original,1.0,0,1,0
341823,original,0.0,44,6,15
341862,original,0.0,1,2,1
341887,original,0.0,24,0,13
341939,original,1.0,2,2,0
341951,original,1.0,0,0,0
342024,original,0.0,0,0,0
342045,original,0.0,0,0,0
342112,original,0.0,3,1,0
342163,original,1.0,0,0,0
342232,original,0.0,0,0,0
342260,original,0.0,0,0,0
342264,original,0.0,1,0,0
342295,original,0.0,0,1,0
342331,original,0.0,1,1,2
342415,original,0.0,56,11,22
342488,original,0.0,0,0,0
342647,original,1.0,3,2,1
342664,original,0.0,2,1,3
342670,original,0.0,0,1,0
342714,original,0.0,1,0,0
342738,original,0.0,0,0,0
342741,original,0.0,0,0,0
342742,original,0.0,0,0,0
342758,original,0.0,27,13,13
342760,original,0.0,183,19,24
342761,original,0.0,5,3,3
342773,original,0.0,17,6,6
342774,original,0.0,5,5,2
342777,original,0.0,2,1,1
342782,original,0.0,3,0,2
342784,original,0.0,0,0,0
342792,original,0.0,1,1,0
342794,original,0.0,7,1,2
342799,original,0.0,0,0,1
342809,original,0.0,2,0,0
342821,original,0.0,66,29,16
342823,original,0.0,2,0,3
342833,original,0.0,0,0,0
342834,original,0.0,3,1,3
342838,original,0.0,10,1,2
342843,original,0.0,1,0,0
342846,original,0.0,0,0,0
342848,original,0.0,0,0,0
342879,original,0.0,2,1,1
342893,original,0.0,38,8,8
342894,original,0.0,4,4,2
342895,original,0.0,5,6,3
342896,original,0.0,5,3,2
343060,original,0.0,8,2,7
343074,original,0.0,1,1,1
343079,original,0.0,3,0,2
343082,original,0.0,0,0,0
343086,original,0.0,2,0,1
343116,original,1.0,0,0,0
343179,original,0.0,2,1,1
343180,original,1.0,0,1,0
343190,original,1.0,4,1,4
343240,original,1.0,0,0,0
343246,original,0.0,2,0,1
343293,original,1.0,0,0,0
343297,original,1.0,2,0,1
343303,original,1.0,1,0,1
343307,original,1.0,1,1,0
343312,original,1.0,1,1,0
343314,original,1.0,0,1,0
343318,original,1.0,1,2,0
343323,original,1.0,1,0,0
343324,original,0.0,3,0,0
343326,original,1.0,0,1,0
343327,original,0.0,0,0,0
343331,original,1.0,1,1,0
343336,original,0.0,0,0,0
343339,original,0.0,0,0,0
343343,original,0.0,88,16,37
343363,original,0.0,9,1,2
343388,original,0.0,2,0,1
343396,original,0.0,7,1,4
343437,original,1.0,0,0,0
343492,original,0.0,1,1,1
343520,original,0.0,6,0,3
343529,original,0.0,2,0,2
