,norigins,nretweets,nquotes,nreplies,ntotal
57728,0,1,0,0,1
57729,1,0,0,0,1
57730,1,0,0,0,1
57731,0,1,0,0,1
57732,1,0,0,0,1
57733,0,1,0,0,1
57734,0,1,0,0,1
57735,0,1,0,0,1
57736,0,1,0,0,1
57737,0,1,0,0,1
57738,0,1,0,0,1
57739,0,1,0,0,1
57740,0,1,0,0,1
57741,0,1,0,0,1
57742,0,1,0,0,1
57743,0,1,0,0,1
57744,0,1,0,0,1
57745,1,0,0,0,1
57746,0,1,0,0,1
57747,0,1,0,0,1
57748,1,0,0,0,1
57749,0,1,0,0,1
57750,0,1,0,0,1
57751,0,1,0,0,1
57752,0,1,0,0,1
57753,0,1,0,0,1
57754,0,1,0,0,1
57755,0,1,0,0,1
57756,0,1,0,0,1
57757,0,1,0,0,1
57758,0,1,0,0,1
57759,0,1,0,0,1
57760,0,1,0,0,1
57761,1,0,0,0,1
57762,1,0,0,0,1
57763,1,0,0,0,1
57764,0,1,0,0,1
57765,0,1,0,0,1
57766,0,1,0,0,1
57767,0,1,0,0,1
57768,0,1,0,0,1
57769,0,1,0,0,1
57770,0,1,0,0,1
57771,0,0,1,0,1
57772,0,1,0,0,1
57773,1,0,0,0,1
57774,0,1,0,0,1
57775,0,1,0,0,1
57776,0,1,0,0,1
57777,1,0,0,0,1
57778,1,0,0,0,1
57779,0,1,0,0,1
57780,0,1,0,0,1
57781,1,0,0,0,1
57782,1,0,0,0,1
57783,0,1,0,0,1
57784,1,0,0,0,1
57785,0,1,0,0,1
57786,0,1,0,0,1
57787,0,1,0,0,1
57788,0,1,0,0,1
57789,0,1,0,0,1
57790,0,1,0,0,1
57791,0,1,0,0,1
57792,0,1,0,0,1
57793,0,1,0,0,1
57794,0,1,0,0,1
57795,0,1,0,0,1
57796,0,1,0,0,1
57797,0,1,0,0,1
57798,0,1,0,0,1
57799,1,0,0,0,1
57800,0,1,0,0,1
57801,0,0,0,1,1
57802,0,0,1,0,1
57803,0,0,1,0,1
57804,0,1,0,0,1
57805,0,1,0,0,1
57806,0,1,0,0,1
57807,0,1,0,0,1
57808,0,1,0,0,1
57809,0,1,0,0,1
57810,1,0,0,0,1
57811,1,0,0,0,1
57812,0,1,0,0,1
57813,0,0,0,1,1
57814,1,0,0,0,1
57815,0,1,0,0,1
57816,0,0,0,1,1
57817,0,1,0,0,1
57818,0,1,0,0,1
57819,0,1,0,0,1
57820,0,1,0,0,1
57821,0,1,0,0,1
57822,0,1,0,0,1
57823,0,1,0,0,1
57824,0,1,0,0,1
57825,0,1,0,0,1
57826,0,1,0,0,1
57827,0,1,0,0,1
57828,0,1,0,0,1
57829,1,0,0,0,1
57830,0,1,0,0,1
57831,0,1,0,0,1
57832,0,1,0,0,1
57833,1,0,0,0,1
57834,0,1,0,0,1
57835,0,1,0,0,1
57836,0,1,0,0,1
57837,0,1,0,0,1
57838,1,0,0,0,1
57839,0,1,0,0,1
57840,0,1,0,0,1
57841,1,0,0,0,1
57842,0,1,0,0,1
57843,1,0,0,0,1
57844,0,1,0,0,1
57845,0,1,0,0,1
57846,0,1,0,0,1
57847,0,1,0,0,1
57848,1,0,0,0,1
57849,0,1,0,0,1
57850,1,0,0,0,1
57851,1,0,0,0,1
57852,1,0,0,0,1
57853,0,1,0,0,1
57854,0,1,0,0,1
57855,1,0,0,0,1
57856,0,1,0,0,1
57857,0,1,0,0,1
57858,0,1,0,0,1
57859,0,1,0,0,1
57860,0,1,0,0,1
57861,0,1,0,0,1
57862,0,1,0,0,1
57863,0,1,0,0,1
57864,0,1,0,0,1
57865,0,1,0,0,1
57866,0,1,0,0,1
57867,0,1,0,0,1
57868,0,1,0,0,1
57869,1,0,0,0,1
57870,0,1,0,0,1
57871,0,1,0,0,1
57872,1,0,0,0,1
57873,0,1,0,0,1
57874,0,1,0,0,1
57875,0,1,0,0,1
57876,0,1,0,0,1
57877,0,1,0,0,1
57878,1,0,0,0,1
57879,0,0,0,1,1
57880,0,1,0,0,1
57881,0,1,0,0,1
57882,1,0,0,0,1
57883,0,1,0,0,1
57884,0,1,0,0,1
57885,0,1,0,0,1
57886,0,1,0,0,1
57887,0,1,0,0,1
57888,1,0,0,0,1
57889,0,1,0,0,1
57890,0,1,0,0,1
57891,0,1,0,0,1
57892,0,1,0,0,1
57893,0,1,0,0,1
57894,0,1,0,0,1
57895,0,1,0,0,1
57896,0,1,0,0,1
57897,0,1,0,0,1
57898,1,0,0,0,1
57899,0,1,0,0,1
57900,0,1,0,0,1
57901,0,1,0,0,1
57902,0,1,0,0,1
57903,0,1,0,0,1
57904,1,0,0,0,1
57905,0,1,0,0,1
57906,0,1,0,0,1
57907,0,1,0,0,1
57908,0,1,0,0,1
57909,1,0,0,0,1
57910,0,1,0,0,1
57911,0,1,0,0,1
57912,0,0,1,0,1
57913,0,1,0,0,1
57914,0,1,0,0,1
57915,0,1,0,0,1
57916,0,1,0,0,1
57917,0,1,0,0,1
57918,1,0,0,0,1
57919,0,1,0,0,1
57920,0,1,0,0,1
57921,0,1,0,0,1
57922,1,0,0,0,1
57923,0,1,0,0,1
57924,0,1,0,0,1
57925,0,1,0,0,1
57926,0,1,0,0,1
57927,0,1,0,0,1
57928,0,1,0,0,1
57929,0,1,0,0,1
57930,1,0,0,0,1
57931,0,1,0,0,1
57932,0,1,0,0,1
57933,0,1,0,0,1
57934,0,1,0,0,1
57935,0,1,0,0,1
57936,1,0,0,0,1
57937,1,0,0,0,1
57938,0,1,0,0,1
57939,1,0,0,0,1
57940,0,1,0,0,1
57941,0,1,0,0,1
57942,0,1,0,0,1
57943,0,1,0,0,1
57944,0,1,0,0,1
57945,0,1,0,0,1
57946,0,0,1,0,1
57947,0,1,0,0,1
57948,0,1,0,0,1
57949,0,1,0,0,1
57950,0,0,1,0,1
57951,0,1,0,0,1
57952,0,1,0,0,1
57953,0,1,0,0,1
57954,0,1,0,0,1
57955,1,0,0,0,1
57956,0,1,0,0,1
57957,0,1,0,0,1
57958,0,1,0,0,1
57959,0,1,0,0,1
57960,0,0,0,1,1
57961,1,0,0,0,1
57962,0,1,0,0,1
57963,0,1,0,0,1
57964,0,1,0,0,1
57965,0,1,0,0,1
57966,0,1,0,0,1
57967,0,1,0,0,1
57968,1,0,0,0,1
57969,0,1,0,0,1
57970,0,1,0,0,1
57971,0,1,0,0,1
57972,0,1,0,0,1
57973,0,1,0,0,1
57974,0,1,0,0,1
57975,0,1,0,0,1
57976,0,1,0,0,1
57977,0,1,0,0,1
57978,0,1,0,0,1
57979,0,1,0,0,1
57980,0,1,0,0,1
57981,0,1,0,0,1
57982,0,1,0,0,1
57983,0,1,0,0,1
57984,0,1,0,0,1
57985,0,1,0,0,1
57986,0,1,0,0,1
57987,0,1,0,0,1
57988,1,0,0,0,1
57989,0,1,0,0,1
57990,0,1,0,0,1
57991,0,0,1,0,1
57992,0,1,0,0,1
57993,0,1,0,0,1
57994,0,1,0,0,1
57995,0,1,0,0,1
57996,0,1,0,0,1
57997,0,1,0,0,1
57998,0,1,0,0,1
57999,0,1,0,0,1
58000,0,0,1,0,1
58001,0,1,0,0,1
58002,0,1,0,0,1
58003,0,1,0,0,1
58004,0,1,0,0,1
58005,0,1,0,0,1
58006,0,1,0,0,1
58007,1,0,0,0,1
58008,0,1,0,0,1
58009,0,1,0,0,1
58010,0,1,0,0,1
58011,0,1,0,0,1
58012,0,1,0,0,1
58013,0,1,0,0,1
58014,0,1,0,0,1
58015,0,1,0,0,1
58016,0,1,0,0,1
58017,0,1,0,0,1
58018,0,1,0,0,1
58019,0,0,0,1,1
58020,0,1,0,0,1
58021,1,0,0,0,1
58022,1,0,0,0,1
58023,0,1,0,0,1
58024,1,0,0,0,1
58025,0,1,0,0,1
58026,0,1,0,0,1
58027,0,1,0,0,1
58028,0,1,0,0,1
58029,0,1,0,0,1
58030,1,0,0,0,1
58031,0,1,0,0,1
58032,0,1,0,0,1
58033,0,1,0,0,1
58034,0,0,1,0,1
58035,1,0,0,0,1
58036,0,1,0,0,1
58037,1,0,0,0,1
58038,0,1,0,0,1
58039,0,1,0,0,1
58040,0,1,0,0,1
58041,0,1,0,0,1
58042,0,1,0,0,1
58043,0,1,0,0,1
58044,1,0,0,0,1
58045,0,1,0,0,1
58046,0,1,0,0,1
58047,0,1,0,0,1
58048,0,0,0,1,1
58049,0,0,1,0,1
58050,0,1,0,0,1
58051,0,1,0,0,1
58052,0,1,0,0,1
58053,0,1,0,0,1
58054,1,0,0,0,1
58055,0,1,0,0,1
58056,0,1,0,0,1
58057,0,0,1,0,1
58058,0,1,0,0,1
58059,0,1,0,0,1
58060,1,0,0,0,1
58061,1,0,0,0,1
58062,0,1,0,0,1
58063,0,1,0,0,1
58064,0,1,0,0,1
58065,0,1,0,0,1
58066,1,0,0,0,1
58067,0,1,0,0,1
58068,0,0,1,0,1
58069,0,1,0,0,1
58070,0,1,0,0,1
58071,1,0,0,0,1
58072,0,1,0,0,1
58073,0,1,0,0,1
58074,0,1,0,0,1
58075,1,0,0,0,1
58076,0,0,0,1,1
58077,0,1,0,0,1
58078,0,1,0,0,1
58079,0,1,0,0,1
58080,0,0,1,0,1
58081,0,1,0,0,1
58082,0,1,0,0,1
58083,0,1,0,0,1
58084,1,0,0,0,1
58085,0,1,0,0,1
58086,0,1,0,0,1
58087,0,1,0,0,1
58088,0,1,0,0,1
58089,0,1,0,0,1
58090,0,1,0,0,1
58091,0,1,0,0,1
58092,0,1,0,0,1
58093,0,1,0,0,1
58094,0,1,0,0,1
58095,1,0,0,0,1
58096,0,1,0,0,1
58097,0,1,0,0,1
58098,0,1,0,0,1
58099,0,1,0,0,1
58100,0,1,0,0,1
58101,0,1,0,0,1
58102,0,1,0,0,1
58103,0,1,0,0,1
58104,0,1,0,0,1
58105,1,0,0,0,1
58106,0,1,0,0,1
58107,0,1,0,0,1
58108,1,0,0,0,1
58109,0,1,0,0,1
58110,0,1,0,0,1
58111,0,1,0,0,1
58112,1,0,0,0,1
58113,0,1,0,0,1
58114,0,1,0,0,1
58115,0,1,0,0,1
58116,0,1,0,0,1
58117,1,0,0,0,1
58118,0,1,0,0,1
58119,0,1,0,0,1
58120,0,1,0,0,1
58121,0,1,0,0,1
58122,0,1,0,0,1
58123,0,1,0,0,1
58124,0,1,0,0,1
58125,0,1,0,0,1
58126,0,1,0,0,1
58127,0,1,0,0,1
58128,0,1,0,0,1
58129,1,0,0,0,1
58130,0,1,0,0,1
58131,0,1,0,0,1
58132,0,0,1,0,1
58133,0,1,0,0,1
58134,0,1,0,0,1
58135,1,0,0,0,1
58136,0,1,0,0,1
58137,1,0,0,0,1
58138,0,1,0,0,1
58139,0,1,0,0,1
58140,0,1,0,0,1
58141,1,0,0,0,1
58142,0,1,0,0,1
58143,0,1,0,0,1
58144,0,1,0,0,1
58145,0,1,0,0,1
58146,0,1,0,0,1
58147,0,1,0,0,1
58148,1,0,0,0,1
58149,0,1,0,0,1
58150,0,1,0,0,1
58151,0,1,0,0,1
58152,0,1,0,0,1
58153,0,1,0,0,1
58154,0,1,0,0,1
58155,0,1,0,0,1
58156,0,1,0,0,1
58157,1,0,0,0,1
58158,1,0,0,0,1
58159,0,1,0,0,1
58160,0,1,0,0,1
58161,1,0,0,0,1
58162,0,1,0,0,1
58163,0,0,1,0,1
58164,1,0,0,0,1
58165,0,1,0,0,1
58166,0,1,0,0,1
58167,0,1,0,0,1
58168,0,1,0,0,1
58169,0,1,0,0,1
58170,0,1,0,0,1
58171,0,1,0,0,1
58172,0,1,0,0,1
58173,0,1,0,0,1
58174,0,0,0,1,1
58175,0,0,1,0,1
58176,0,1,0,0,1
58177,0,0,0,1,1
58178,0,1,0,0,1
58179,1,0,0,0,1
58180,1,0,0,0,1
58181,0,1,0,0,1
58182,0,0,1,0,1
58183,0,1,0,0,1
58184,0,1,0,0,1
58185,1,0,0,0,1
58186,0,1,0,0,1
58187,0,1,0,0,1
58188,0,1,0,0,1
58189,0,1,0,0,1
58190,0,1,0,0,1
58191,0,1,0,0,1
58192,0,0,0,1,1
58193,0,1,0,0,1
58194,1,0,0,0,1
58195,0,1,0,0,1
58196,0,1,0,0,1
58197,0,1,0,0,1
58198,0,1,0,0,1
58199,0,1,0,0,1
58200,0,1,0,0,1
58201,0,1,0,0,1
58202,0,1,0,0,1
58203,0,1,0,0,1
58204,0,1,0,0,1
58205,0,1,0,0,1
58206,0,1,0,0,1
58207,0,1,0,0,1
58208,0,1,0,0,1
58209,0,1,0,0,1
58210,0,1,0,0,1
58211,0,1,0,0,1
58212,0,1,0,0,1
58213,0,1,0,0,1
58214,0,1,0,0,1
58215,0,1,0,0,1
58216,0,1,0,0,1
58217,0,0,0,1,1
58218,0,1,0,0,1
58219,0,1,0,0,1
58220,0,1,0,0,1
58221,0,1,0,0,1
58222,0,1,0,0,1
58223,0,1,0,0,1
58224,0,1,0,0,1
58225,0,1,0,0,1
58226,0,1,0,0,1
58227,0,1,0,0,1
58228,1,0,0,0,1
58229,0,1,0,0,1
58230,0,1,0,0,1
58231,0,1,0,0,1
58232,0,1,0,0,1
58233,0,1,0,0,1
58234,0,1,0,0,1
58235,0,1,0,0,1
58236,0,1,0,0,1
58237,0,1,0,0,1
58238,1,0,0,0,1
58239,1,0,0,0,1
58240,0,0,0,1,1
58241,1,0,0,0,1
58242,0,1,0,0,1
58243,0,1,0,0,1
58244,0,1,0,0,1
58245,0,1,0,0,1
58246,0,1,0,0,1
58247,0,1,0,0,1
58248,0,1,0,0,1
58249,0,1,0,0,1
58250,0,1,0,0,1
58251,0,1,0,0,1
58252,0,0,0,1,1
58253,0,1,0,0,1
58254,0,1,0,0,1
58255,0,1,0,0,1
58256,0,1,0,0,1
58257,1,0,0,0,1
58258,0,1,0,0,1
58259,0,1,0,0,1
58260,0,1,0,0,1
58261,0,1,0,0,1
58262,0,0,1,0,1
58263,1,0,0,0,1
58264,0,1,0,0,1
58265,1,0,0,0,1
58266,0,1,0,0,1
58267,0,1,0,0,1
58268,0,1,0,0,1
58269,0,1,0,0,1
58270,0,1,0,0,1
58271,0,1,0,0,1
58272,0,1,0,0,1
58273,1,0,0,0,1
58274,0,1,0,0,1
58275,0,1,0,0,1
58276,0,1,0,0,1
58277,0,1,0,0,1
58278,0,1,0,0,1
58279,0,1,0,0,1
58280,0,1,0,0,1
58281,0,1,0,0,1
58282,1,0,0,0,1
58283,0,1,0,0,1
58284,0,0,0,1,1
58285,0,1,0,0,1
58286,0,0,0,1,1
58287,0,1,0,0,1
58288,0,1,0,0,1
58289,0,1,0,0,1
58290,0,1,0,0,1
58291,0,1,0,0,1
58292,0,1,0,0,1
58293,0,0,0,1,1
58294,0,1,0,0,1
58295,1,0,0,0,1
58296,0,1,0,0,1
58297,0,1,0,0,1
58298,0,1,0,0,1
58299,0,1,0,0,1
58300,0,0,1,0,1
58301,0,1,0,0,1
58302,0,1,0,0,1
58303,1,0,0,0,1
58304,0,1,0,0,1
58305,0,1,0,0,1
58306,0,1,0,0,1
58307,1,0,0,0,1
58308,0,1,0,0,1
58309,0,1,0,0,1
58310,0,1,0,0,1
58311,1,0,0,0,1
58312,1,0,0,0,1
58313,0,1,0,0,1
58314,0,1,0,0,1
58315,0,1,0,0,1
58316,0,1,0,0,1
58317,0,1,0,0,1
58318,0,1,0,0,1
58319,1,0,0,0,1
58320,0,1,0,0,1
58321,1,0,0,0,1
58322,1,0,0,0,1
58323,0,1,0,0,1
58324,0,1,0,0,1
58325,0,1,0,0,1
58326,0,1,0,0,1
58327,1,0,0,0,1
58328,0,1,0,0,1
58329,0,1,0,0,1
58330,0,1,0,0,1
58331,0,1,0,0,1
58332,0,1,0,0,1
58333,0,1,0,0,1
58334,1,0,0,0,1
58335,0,1,0,0,1
58336,0,1,0,0,1
58337,0,1,0,0,1
58338,0,0,1,0,1
58339,0,1,0,0,1
58340,0,1,0,0,1
58341,0,1,0,0,1
58342,0,1,0,0,1
58343,0,1,0,0,1
58344,0,1,0,0,1
58345,0,1,0,0,1
58346,0,1,0,0,1
58347,0,1,0,0,1
58348,0,1,0,0,1
58349,1,0,0,0,1
58350,0,1,0,0,1
58351,0,1,0,0,1
58352,0,1,0,0,1
58353,0,0,0,1,1
58354,0,1,0,0,1
58355,0,1,0,0,1
58356,0,1,0,0,1
58357,0,1,0,0,1
58358,0,1,0,0,1
58359,0,1,0,0,1
58360,0,1,0,0,1
58361,0,1,0,0,1
58362,0,1,0,0,1
58363,0,1,0,0,1
58364,0,1,0,0,1
58365,0,0,0,1,1
58366,0,1,0,0,1
58367,0,1,0,0,1
58368,0,1,0,0,1
58369,0,1,0,0,1
58370,1,0,0,0,1
58371,0,1,0,0,1
58372,0,1,0,0,1
58373,0,1,0,0,1
58374,0,1,0,0,1
58375,0,1,0,0,1
58376,0,1,0,0,1
58377,0,1,0,0,1
58378,0,1,0,0,1
58379,0,1,0,0,1
58380,0,1,0,0,1
58381,0,1,0,0,1
58382,0,1,0,0,1
58383,1,0,0,0,1
58384,0,1,0,0,1
58385,0,1,0,0,1
58386,0,0,0,1,1
58387,0,1,0,0,1
58388,0,1,0,0,1
58389,0,1,0,0,1
58390,0,0,1,0,1
58391,0,1,0,0,1
58392,0,1,0,0,1
58393,1,0,0,0,1
58394,0,1,0,0,1
58395,0,1,0,0,1
58396,0,0,0,1,1
58397,0,1,0,0,1
58398,0,1,0,0,1
58399,1,0,0,0,1
58400,0,1,0,0,1
58401,0,0,0,1,1
58402,0,1,0,0,1
58403,0,1,0,0,1
58404,0,1,0,0,1
58405,0,1,0,0,1
58406,0,0,1,0,1
58407,0,1,0,0,1
58408,0,1,0,0,1
58409,0,1,0,0,1
58410,0,1,0,0,1
58411,1,0,0,0,1
58412,0,1,0,0,1
58413,0,1,0,0,1
58414,0,1,0,0,1
58415,0,1,0,0,1
58416,0,1,0,0,1
58417,0,1,0,0,1
58418,0,1,0,0,1
58419,0,1,0,0,1
58420,0,0,0,1,1
58421,0,1,0,0,1
58422,0,1,0,0,1
58423,0,0,0,1,1
58424,0,1,0,0,1
58425,0,1,0,0,1
58426,0,1,0,0,1
58427,0,1,0,0,1
58428,0,1,0,0,1
58429,0,1,0,0,1
58430,0,1,0,0,1
58431,0,1,0,0,1
58432,0,1,0,0,1
58433,1,0,0,0,1
58434,1,0,0,0,1
58435,1,0,0,0,1
58436,0,1,0,0,1
58437,0,1,0,0,1
58438,0,1,0,0,1
58439,0,1,0,0,1
58440,0,1,0,0,1
58441,1,0,0,0,1
58442,0,1,0,0,1
58443,1,0,0,0,1
58444,0,1,0,0,1
58445,0,1,0,0,1
58446,0,1,0,0,1
58447,1,0,0,0,1
58448,0,1,0,0,1
58449,0,1,0,0,1
58450,1,0,0,0,1
58451,0,0,0,1,1
58452,0,1,0,0,1
58453,0,1,0,0,1
58454,0,1,0,0,1
58455,0,1,0,0,1
58456,0,1,0,0,1
58457,0,1,0,0,1
58458,0,1,0,0,1
58459,0,1,0,0,1
58460,0,1,0,0,1
58461,1,0,0,0,1
58462,0,1,0,0,1
58463,0,1,0,0,1
58464,0,1,0,0,1
58465,0,0,1,0,1
58466,0,1,0,0,1
58467,0,1,0,0,1
58468,0,1,0,0,1
58469,0,1,0,0,1
58470,0,0,0,1,1
58471,0,1,0,0,1
58472,1,0,0,0,1
58473,0,1,0,0,1
58474,1,0,0,0,1
58475,0,1,0,0,1
58476,0,1,0,0,1
58477,0,1,0,0,1
58478,0,1,0,0,1
58479,0,1,0,0,1
58480,0,1,0,0,1
58481,0,1,0,0,1
58482,0,1,0,0,1
58483,1,0,0,0,1
58484,0,1,0,0,1
58485,0,1,0,0,1
58486,0,1,0,0,1
58487,1,0,0,0,1
58488,0,1,0,0,1
58489,0,1,0,0,1
58490,0,1,0,0,1
58491,0,1,0,0,1
58492,0,0,1,0,1
58493,0,1,0,0,1
58494,0,1,0,0,1
58495,0,1,0,0,1
58496,0,1,0,0,1
58497,1,0,0,0,1
58498,0,1,0,0,1
58499,1,0,0,0,1
58500,1,0,0,0,1
58501,1,0,0,0,1
58502,0,1,0,0,1
58503,0,1,0,0,1
58504,0,1,0,0,1
58505,0,1,0,0,1
58506,0,1,0,0,1
58507,0,1,0,0,1
58508,0,1,0,0,1
58509,1,0,0,0,1
58510,1,0,0,0,1
58511,0,1,0,0,1
58512,1,0,0,0,1
58513,1,0,0,0,1
58514,0,1,0,0,1
58515,0,0,0,1,1
58516,1,0,0,0,1
58517,1,0,0,0,1
58518,1,0,0,0,1
58519,1,0,0,0,1
58520,0,1,0,0,1
58521,0,1,0,0,1
58522,0,1,0,0,1
58523,0,1,0,0,1
58524,0,1,0,0,1
58525,0,1,0,0,1
58526,1,0,0,0,1
58527,0,1,0,0,1
58528,1,0,0,0,1
58529,0,1,0,0,1
58530,0,1,0,0,1
58531,0,1,0,0,1
58532,0,1,0,0,1
58533,0,1,0,0,1
58534,0,1,0,0,1
58535,0,1,0,0,1
58536,0,1,0,0,1
58537,0,1,0,0,1
58538,0,1,0,0,1
58539,1,0,0,0,1
58540,0,1,0,0,1
58541,0,1,0,0,1
58542,0,1,0,0,1
58543,0,1,0,0,1
58544,0,1,0,0,1
58545,0,1,0,0,1
58546,0,1,0,0,1
58547,0,1,0,0,1
58548,0,1,0,0,1
58549,1,0,0,0,1
58550,0,1,0,0,1
58551,0,1,0,0,1
58552,0,1,0,0,1
58553,0,1,0,0,1
58554,0,1,0,0,1
58555,0,1,0,0,1
58556,1,0,0,0,1
58557,0,1,0,0,1
58558,0,1,0,0,1
58559,0,1,0,0,1
58560,0,1,0,0,1
58561,0,1,0,0,1
58562,0,0,1,0,1
58563,0,1,0,0,1
58564,0,1,0,0,1
58565,0,1,0,0,1
58566,1,0,0,0,1
58567,0,1,0,0,1
58568,0,1,0,0,1
58569,0,1,0,0,1
58570,0,1,0,0,1
58571,0,1,0,0,1
58572,0,1,0,0,1
58573,0,1,0,0,1
58574,0,1,0,0,1
58575,0,1,0,0,1
58576,0,1,0,0,1
58577,0,1,0,0,1
58578,0,1,0,0,1
58579,0,0,1,0,1
58580,0,1,0,0,1
58581,0,1,0,0,1
58582,0,1,0,0,1
58583,0,1,0,0,1
58584,0,1,0,0,1
58585,0,1,0,0,1
58586,1,0,0,0,1
58587,0,1,0,0,1
58588,0,1,0,0,1
58589,1,0,0,0,1
58590,0,1,0,0,1
58591,0,1,0,0,1
58592,0,1,0,0,1
58593,1,0,0,0,1
58594,0,1,0,0,1
58595,0,1,0,0,1
58596,1,0,0,0,1
58597,0,1,0,0,1
58598,0,1,0,0,1
58599,0,1,0,0,1
58600,0,1,0,0,1
58601,0,1,0,0,1
58602,0,1,0,0,1
58603,0,1,0,0,1
58604,0,1,0,0,1
58605,0,1,0,0,1
58606,0,0,1,0,1
58607,0,1,0,0,1
58608,1,0,0,0,1
58609,0,1,0,0,1
58610,1,0,0,0,1
58611,1,0,0,0,1
58612,0,1,0,0,1
58613,0,1,0,0,1
58614,0,1,0,0,1
58615,0,1,0,0,1
58616,0,1,0,0,1
58617,0,1,0,0,1
58618,0,1,0,0,1
58619,1,0,0,0,1
58620,0,1,0,0,1
58621,0,1,0,0,1
58622,0,1,0,0,1
58623,0,1,0,0,1
58624,0,0,1,0,1
58625,0,1,0,0,1
58626,0,1,0,0,1
58627,1,0,0,0,1
58628,0,1,0,0,1
58629,0,1,0,0,1
58630,0,1,0,0,1
58631,1,0,0,0,1
58632,0,1,0,0,1
58633,0,1,0,0,1
58634,0,1,0,0,1
58635,0,1,0,0,1
58636,1,0,0,0,1
58637,0,1,0,0,1
58638,0,1,0,0,1
58639,0,1,0,0,1
58640,1,0,0,0,1
58641,0,1,0,0,1
58642,0,1,0,0,1
58643,0,1,0,0,1
58644,0,1,0,0,1
58645,1,0,0,0,1
58646,1,0,0,0,1
58647,0,1,0,0,1
58648,0,1,0,0,1
58649,0,1,0,0,1
58650,0,1,0,0,1
58651,0,1,0,0,1
58652,0,1,0,0,1
58653,0,1,0,0,1
58654,0,1,0,0,1
58655,0,1,0,0,1
58656,0,1,0,0,1
58657,0,1,0,0,1
58658,0,1,0,0,1
58659,1,0,0,0,1
58660,0,1,0,0,1
58661,0,1,0,0,1
58662,0,1,0,0,1
58663,0,0,0,1,1
58664,1,0,0,0,1
58665,0,1,0,0,1
58666,0,1,0,0,1
58667,0,1,0,0,1
58668,1,0,0,0,1
58669,0,1,0,0,1
58670,1,0,0,0,1
58671,0,1,0,0,1
58672,1,0,0,0,1
58673,0,1,0,0,1
58674,0,1,0,0,1
58675,0,1,0,0,1
58676,0,1,0,0,1
58677,0,1,0,0,1
58678,1,0,0,0,1
58679,0,1,0,0,1
58680,0,1,0,0,1
58681,0,1,0,0,1
58682,0,1,0,0,1
58683,0,1,0,0,1
58684,0,1,0,0,1
58685,0,1,0,0,1
58686,0,1,0,0,1
58687,0,1,0,0,1
58688,0,1,0,0,1
58689,1,0,0,0,1
58690,0,0,0,1,1
58691,0,0,1,0,1
58692,0,1,0,0,1
58693,1,0,0,0,1
58694,1,0,0,0,1
58695,1,0,0,0,1
58696,0,1,0,0,1
58697,0,1,0,0,1
58698,0,1,0,0,1
58699,0,1,0,0,1
58700,0,1,0,0,1
58701,1,0,0,0,1
58702,0,1,0,0,1
58703,0,0,0,1,1
58704,0,1,0,0,1
58705,1,0,0,0,1
58706,0,1,0,0,1
58707,0,1,0,0,1
58708,0,1,0,0,1
58709,0,1,0,0,1
58710,0,1,0,0,1
58711,0,1,0,0,1
58712,0,1,0,0,1
58713,0,1,0,0,1
58714,0,1,0,0,1
58715,0,1,0,0,1
58716,0,1,0,0,1
58717,0,1,0,0,1
58718,0,1,0,0,1
58719,0,1,0,0,1
58720,1,0,0,0,1
58721,0,1,0,0,1
58722,1,0,0,0,1
58723,0,1,0,0,1
58724,0,1,0,0,1
58725,0,1,0,0,1
58726,0,1,0,0,1
58727,0,1,0,0,1
58728,0,1,0,0,1
58729,1,0,0,0,1
58730,0,1,0,0,1
58731,0,1,0,0,1
58732,0,1,0,0,1
58733,0,1,0,0,1
58734,0,1,0,0,1
58735,0,1,0,0,1
58736,0,1,0,0,1
58737,0,1,0,0,1
58738,0,1,0,0,1
58739,0,1,0,0,1
58740,1,0,0,0,1
58741,1,0,0,0,1
58742,0,1,0,0,1
58743,0,1,0,0,1
58744,0,1,0,0,1
58745,0,1,0,0,1
58746,0,1,0,0,1
58747,0,1,0,0,1
58748,0,1,0,0,1
58749,1,0,0,0,1
58750,0,1,0,0,1
58751,0,1,0,0,1
58752,0,1,0,0,1
58753,0,1,0,0,1
58754,0,1,0,0,1
58755,0,1,0,0,1
58756,1,0,0,0,1
58757,0,1,0,0,1
58758,0,1,0,0,1
58759,0,1,0,0,1
58760,0,1,0,0,1
58761,0,1,0,0,1
58762,1,0,0,0,1
58763,1,0,0,0,1
58764,0,1,0,0,1
58765,0,1,0,0,1
58766,0,1,0,0,1
58767,0,1,0,0,1
58768,0,1,0,0,1
58769,0,1,0,0,1
58770,0,1,0,0,1
58771,0,1,0,0,1
58772,0,1,0,0,1
58773,0,1,0,0,1
58774,0,1,0,0,1
58775,0,1,0,0,1
58776,0,1,0,0,1
58777,0,1,0,0,1
58778,0,1,0,0,1
58779,1,0,0,0,1
58780,0,1,0,0,1
58781,1,0,0,0,1
58782,0,1,0,0,1
58783,0,1,0,0,1
58784,0,1,0,0,1
58785,0,1,0,0,1
58786,0,1,0,0,1
58787,0,1,0,0,1
58788,0,1,0,0,1
58789,0,1,0,0,1
58790,0,1,0,0,1
58791,0,1,0,0,1
58792,0,0,0,1,1
58793,1,0,0,0,1
58794,1,0,0,0,1
58795,0,1,0,0,1
58796,1,0,0,0,1
58797,1,0,0,0,1
58798,0,0,0,1,1
58799,0,1,0,0,1
58800,1,0,0,0,1
58801,0,1,0,0,1
58802,0,1,0,0,1
