,followers_count
48201,284
48202,206
48203,10074
48204,258
48205,69
48206,520
48207,7
48208,703
48209,92
48210,89
48211,9
48212,7799
48213,1781
48214,85
48215,1510
48216,46
48217,92
48218,612
48219,27
48220,1367
48221,30
48222,12
48223,7487
48224,15
48225,1867
48226,987
48227,28
48228,683
48229,752
48230,1
48231,13
48232,2290
48233,5021
48234,511
48235,1678
48236,662
48237,2963
48238,14156
48239,4261
48240,76
48241,430
48242,109
48243,120
48244,1
48245,706
48246,895
48247,291
48248,418
48249,134
48250,214
48251,690
48252,9
48253,23
48254,287
48255,116
48256,20
48257,4148
48258,2441
48259,397
48260,38
48261,14251
48262,96
48263,20
48264,52
48265,26
48266,1529
48267,30
48268,48
48269,1073
48270,1115
48271,5293
48272,88
48273,731
48274,1076
48275,1799
48276,2602
48277,747
48278,4626
48279,19
48280,1623
48281,424
48282,194
48283,9
48284,18
48285,1783
48286,293
48287,196
48288,2814
48289,93
48290,1101
48291,18
48292,28
48293,183
48294,116
48295,1315
48296,1240
48297,569
48298,565
48299,79
48300,3624
48301,13
48302,50
48303,4585
48304,418
48305,159
48306,33
48307,23
48308,457
48309,60
48310,42
48311,858
48312,32
48313,2862
48314,30
48315,968
48316,87
48317,1185
48318,1330
48319,184
48320,956
48321,5
48322,962
48323,512
48324,4041
48325,7849
48326,342
48327,286
48328,148
48329,781
48330,148
48331,59
48332,26
48333,174
48334,154
48335,1752
48336,44
48337,66
48338,148
48339,338
48340,2336
48341,24
48342,73
48343,187
48344,7
48345,59
48346,406
48347,38
48348,38
48349,83
48350,196
48351,105
48352,154
48353,152
48354,409
48355,9421
48356,13
48357,6
48358,876
48359,7335
48360,84
48361,121
48362,5302
48363,301
48364,1
48365,36
48366,1088
48367,108
48368,947
48369,93
48370,2369
48371,630
48372,918
48373,64
48374,9589
48375,11
48376,3754
48377,878
48378,5491
48379,1805
48380,1445
48381,84
48382,920
48383,1782
48384,33
48385,142
48386,3328
48387,136
48388,470
48389,99
48390,18
48391,407
48392,9076
48393,30
48394,414
48395,851
48396,102
48397,353
48398,126
48399,80
48400,14
48401,51
48402,22
48403,1982
48404,181
48405,12
48406,1204
48407,812
48408,3776
48409,1267
48410,24
48411,125
48412,666
48413,279
48414,26
48415,1181
48416,28
48417,169
48418,987
48419,122
48420,115
48421,29
48422,3156
48423,72
48424,78
48425,5357
48426,294
48427,536
48428,37
48429,232
48430,127
48431,705
48432,13
48433,67
48434,56
48435,10
48436,6783
48437,0
48438,1461
48439,85
48440,43
48441,376
48442,219
48443,351
48444,47
48445,5382
48446,620
48447,18
48448,692
48449,596
48450,70
48451,119
48452,102
48453,473
48454,1151
48455,4367
48456,2237
48457,854
48458,3144
48459,209
48460,293
48461,22
48462,51
48463,807
48464,2274
48465,1
48466,1190
48467,410
48468,6147
48469,9
48470,24
48471,1
48472,1748
48473,59
48474,897
48475,2729
48476,893
48477,67
48478,23
48479,1126
48480,31907
48481,26
48482,90
48483,63
48484,336
48485,1338
48486,87
48487,408
48488,4542
48489,16
48490,41
48491,1610
48492,65
48493,104
48494,3090
48495,117
48496,595
48497,4772
48498,25
48499,450
48500,1481
48501,943
48502,63
48503,12
48504,38
48505,2165
48506,180
48507,95
48508,242
48509,9161
48510,163
48511,11
48512,858
48513,30
48514,0
48515,45
48516,78
48517,559
48518,3360
48519,827
48520,580
48521,135874
48522,1714
48523,17
48524,2350
48525,690
48526,2366
48527,107
48528,223
48529,4399
48530,4955
48531,41425
48532,6497
48533,654
48534,1282
48535,640
48536,2203
48537,432
48538,375
48539,1341
48540,11
48541,59
48542,74
48543,1276
48544,630
48545,92
48546,53
48547,401
48548,288
48549,3424
48550,272
48551,129
48552,2472
48553,2244
48554,3432
48555,1862
48556,3474
48557,26
48558,5523
48559,38
48560,64
48561,17
48562,6
48563,761
48564,59262
48565,666
48566,375
48567,152
48568,145
48569,3031
48570,732
48571,65
48572,1144
48573,212
48574,33
48575,1100
48576,1520
48577,1140
48578,30
48579,2187
48580,9962
48581,166
48582,105
48583,14249
48584,5693
48585,1463
48586,1456
48587,10
48588,7807
48589,193
48590,293
48591,260
48592,283
48593,22
48594,227
48595,3400
48596,279
48597,2789
48598,359
48599,41
48600,4
48601,49
48602,167
48603,3607
48604,14
48605,31
48606,6199
48607,4
48608,669
48609,2237
48610,98
48611,39
48612,151
48613,210
48614,250
48615,350
48616,22745
48617,2101
48618,116
48619,151
48620,71
48621,1102
48622,212
48623,272
48624,1446
48625,6
48626,358
48627,6
48628,334
48629,32
48630,101
48631,21
48632,251
48633,359
48634,499
48635,14
48636,535
48637,13
48638,211
48639,74
48640,27
48641,574
48642,4
48643,2032
48644,108
48645,15361
48646,16
48647,717
48648,5174
48649,582
48650,387
48651,76
48652,489
48653,427
48654,2
48655,21
48656,468
48657,31
48658,104
48659,3110
48660,284
48661,234
48662,126
48663,3462
48664,764
48665,3699
48666,162
48667,1921
48668,2173
48669,249
48670,278
48671,203
48672,37
48673,956
48674,4625
48675,1944
48676,358
48677,1503
48678,16
48679,34
48680,48
48681,421
48682,26
48683,753
48684,17245
48685,2216
48686,63996
48687,514
48688,337
48689,3924
48690,2422
48691,833
48692,1
48693,3362
48694,6673
48695,13252
48696,603
48697,20
48698,54
48699,61
48700,11
48701,142
48702,30
48703,21
48704,22
48705,224
48706,11
48707,57
48708,2612
48709,438
48710,681
48711,601
48712,606
48713,8946
48714,68
48715,0
48716,8
48717,165
48718,902
48719,1
48720,103
48721,132
48722,413
48723,359
48724,1126
48725,150
48726,6
48727,2734
48728,5258
48729,130
48730,21
48731,885
48732,102
48733,6355
48734,21289
48735,19
48736,6
48737,10
48738,1770
48739,6
48740,92
48741,316
48742,21
48743,411
48744,0
48745,77
48746,5247
48747,476
48748,306
48749,463
48750,137
48751,19
48752,249
48753,264
48754,450
48755,6
48756,35
48757,91
48758,16
48759,11
48760,6
48761,1039
48762,3988
48763,848
48764,2445
48765,33178
48766,5975
48767,140
48768,1725
48769,45
48770,26
48771,245
48772,411
48773,24
48774,154
48775,226
48776,8
48777,353
48778,541
48779,2775
48780,9204
48781,307
48782,151
48783,6037
48784,301
48785,252
48786,3124
48787,158
48788,70
48789,581
48790,266
48791,184
48792,3024
48793,377
48794,417
48795,1
48796,20
48797,32
48798,22
48799,1841
48800,910
48801,1350
48802,75836
48803,423
48804,6222
48805,158
48806,112
48807,1860
48808,2895
48809,250
48810,6971
48811,24
48812,0
48813,661
48814,399
48815,511
48816,4688
48817,155
48818,4571
48819,163
48820,1
48821,46
48822,76
48823,2876
48824,10
48825,7087
48826,130
48827,505
48828,1825
48829,7574
48830,1142
48831,1489
48832,206
48833,548
48834,43
48835,142
48836,42
48837,1459
48838,110
48839,1227
48840,12
48841,10
48842,30
48843,655
48844,53
48845,6638
48846,147
48847,652
48848,53
48849,8
48850,379
48851,21
48852,593
48853,222
48854,431
48855,469
48856,36
48857,138
48858,9
48859,612
48860,393
48861,9282
48862,1303
48863,46
48864,3104
48865,93
48866,95
48867,20
48868,90
48869,660
48870,1296
48871,31
48872,897
48873,234
48874,246
48875,25
48876,9714
48877,5680
48878,11
48879,12809
48880,7
48881,1460
48882,112
48883,88
48884,7516
48885,930
48886,49
48887,35
48888,206
48889,882
48890,3174
48891,1696
48892,1047
48893,1024
48894,26
48895,321
48896,438
48897,1682
48898,41
48899,453
48900,3592
48901,3316
48902,310
48903,100
48904,3291
48905,319
48906,77
48907,25
48908,33
48909,46
48910,246
48911,218
48912,1712
48913,73
48914,1196
48915,1380
48916,505
48917,5995
48918,5077
48919,2549
48920,962
48921,244
48922,0
48923,10
48924,106
48925,13315
48926,565
48927,12
48928,65
48929,1220
48930,349
48931,7931
48932,181
48933,9
48934,234
48935,3
48936,71
48937,1211
48938,489
48939,7
48940,1068
48941,183
48942,3248
48943,1516
48944,34
48945,5
48946,5004
48947,43
48948,13695
48949,2317
48950,58
48951,1935
48952,1186
48953,7
48954,60
48955,68
48956,63
48957,27
48958,23
48959,101
48960,379
48961,206
48962,3
48963,94
48964,105
48965,73
48966,8025
48967,38
48968,53
48969,388
48970,36
48971,35
48972,5999
48973,226
48974,294
48975,37
48976,1178
48977,11
48978,979
48979,1577
48980,245
48981,2
48982,143
48983,140
48984,56
48985,2101
48986,637
48987,90
48988,6153
48989,95
48990,7477
48991,678
48992,963
48993,0
48994,1607
48995,857
48996,178
48997,58
48998,25
48999,230
49000,380
49001,6
49002,15
49003,366
49004,351
49005,4443
49006,19
49007,1297
49008,143
49009,39
49010,18
49011,921
49012,127
49013,466
49014,12417
49015,2587
49016,730
49017,29525
49018,46
49019,799
49020,37
49021,37
49022,431
49023,4
49024,649
49025,123
49026,17
49027,164
49028,208
49029,59
49030,319
49031,3683
49032,239
49033,2
49034,129
49035,54
49036,1716
49037,381
49038,7917
49039,12
49040,131
49041,227
49042,101
49043,171
49044,3
49045,43
49046,49
49047,35
49048,125
49049,105
49050,133
49051,30
49052,250
49053,659
49054,111
49055,351
49056,9
49057,88
49058,21
49059,873
49060,41
49061,6451
49062,196
49063,1049
49064,1298
49065,107
49066,109
49067,544
49068,3303
49069,3013
49070,157
49071,177
49072,1297
49073,873
49074,745
49075,9961
49076,944
49077,84
49078,125
49079,87
49080,303
49081,61
49082,128
49083,1357
49084,6625
49085,9368
49086,88
49087,100
49088,195
49089,1639
49090,189
49091,127
49092,41
49093,162
49094,45
49095,6
49096,856
49097,271
49098,270
49099,953
49100,62
49101,116
49102,145
49103,541
49104,41
49105,139
49106,526
49107,537
49108,18
49109,3177
49110,95
49111,1445
49112,2948
49113,6
49114,142
49115,11252
49116,142
49117,538
49118,32
49119,2262
49120,317
49121,57
49122,221
49123,5206
49124,213
49125,588
49126,62
49127,232
49128,59
49129,78
49130,3191
49131,48
49132,479
49133,767
49134,469
49135,117
49136,4243
49137,640
49138,27
49139,899
49140,108
49141,646
49142,2364
49143,14
49144,1004
49145,411
49146,21
49147,107
49148,32
49149,512
49150,41
49151,4249
49152,2014
49153,923
49154,0
49155,92
49156,44
49157,6584
49158,18
49159,556
49160,1089
49161,422
49162,446
49163,145
49164,40
49165,45
49166,43
49167,53557
49168,0
49169,2712
49170,70
49171,3225
49172,838
49173,29965
49174,45
49175,613
49176,1754
49177,4152
49178,33
49179,564
49180,2520
49181,209
49182,804
49183,1358
49184,10
49185,25
49186,59
49187,314
49188,16
49189,40
49190,668
49191,56
49192,132
49193,2347
49194,1169
49195,6110
49196,377
49197,67
49198,28
49199,2214
49200,50
49201,2
49202,2573
49203,351
49204,235
49205,10
49206,15
49207,102
49208,148
49209,506
49210,2046
49211,3396
49212,94
49213,111
49214,3
49215,50
49216,169
49217,1063
49218,87
49219,2827
49220,709
49221,1750
49222,4
49223,75
49224,1486
49225,641
49226,1883
49227,79
49228,71
49229,470
49230,31
49231,30
49232,1217
49233,1522
49234,80
49235,452
49236,811
49237,3
49238,593
49239,8
49240,9
49241,499
49242,361
49243,416
49244,37
49245,4716
49246,4020
49247,627
49248,2
49249,21
49250,46898
49251,17
49252,291
49253,229
49254,1225
49255,1286
49256,8
49257,14
49258,71
49259,1865
49260,234
49261,1140
49262,25
49263,169
49264,26
49265,19
49266,8521
49267,2512
49268,26
49269,202
49270,0
49271,3097
49272,143
49273,9013
49274,1139
49275,3655
49276,1590
49277,48955
49278,36
49279,132
49280,11
49281,23
49282,34
49283,936
49284,71
49285,41
49286,204
49287,5772
49288,65
49289,2095
49290,107
49291,3203
49292,270
49293,310
49294,5387
49295,909
49296,1484
49297,1822
49298,45
49299,103
49300,145
49301,4137
49302,79
49303,972
49304,119
49305,2938
49306,57
49307,88
49308,273
49309,3666
49310,39
49311,3024
49312,5
49313,563
49314,2232
49315,33
49316,5919
49317,40
49318,3454
49319,70
49320,39
49321,452
49322,23
49323,33
49324,4877
49325,9042
49326,1270
49327,2905
49328,5
49329,23957
49330,15
49331,52
49332,2073
49333,6
49334,183
49335,492
49336,648
49337,718
49338,311
49339,380
49340,2792
49341,2151
49342,2017
49343,5
49344,59
49345,62118
49346,22606
49347,83
49348,281
49349,504
49350,42
49351,531
49352,4697
49353,2025
49354,1630
49355,1
49356,576
49357,47
49358,12
49359,36
49360,85
49361,237
49362,101
49363,2436
49364,3485
49365,13
49366,13323
49367,1210
49368,50
49369,1397
49370,62
49371,102
49372,83
49373,10970
49374,1300
49375,37
49376,58
49377,1478
49378,578
49379,123
49380,10
49381,25
49382,338
49383,322
49384,335
49385,373
49386,32
49387,35
49388,48
49389,744
49390,11911
49391,1590
49392,13025
49393,130
49394,120
49395,37
49396,35
49397,651
49398,282
49399,17
49400,1292
49401,44
49402,1740
49403,98
49404,1034
49405,4273
49406,53
49407,131
49408,1118
49409,110
49410,289
49411,81
49412,859
49413,884
49414,873
49415,93
49416,3254
49417,22
49418,44
49419,30
49420,1471
49421,90
49422,1729
49423,4
49424,1875
49425,92
49426,162
49427,235
49428,107
49429,6090
49430,882
49431,1827
49432,44
49433,40
49434,75
49435,392
49436,10180
49437,19708
49438,322
49439,32
49440,475
49441,121
49442,6
49443,242
49444,426
49445,9
49446,74
49447,522
49448,4886
49449,1083
49450,1181
49451,251
49452,36
49453,67
49454,13256
49455,107
49456,268
49457,39
49458,1869
49459,29
49460,55
49461,284
49462,531
49463,99
49464,228
49465,443
49466,95
49467,1
49468,399
49469,13
49470,2
49471,1234
49472,272
49473,8
49474,573
49475,326
49476,396
49477,137
49478,1229
49479,2114
49480,6965
49481,2649
49482,522
49483,2170
49484,1642
49485,136
49486,75
49487,13
49488,127
49489,1998
49490,22850
49491,1559
49492,8
49493,653
49494,1
49495,12
49496,809
49497,2488
49498,57
49499,1
49500,33
49501,243
49502,178
49503,380
49504,59
49505,2289
49506,911
49507,514
49508,396
49509,482
49510,32
49511,194
49512,91
49513,10
49514,83
49515,110
49516,764
49517,172
49518,36
49519,40
49520,5
49521,3844
49522,657
49523,610
49524,347
49525,2104
49526,1152
49527,81
49528,9
49529,93
49530,9293
49531,4288
49532,1141
49533,70
49534,21
49535,955
49536,34
49537,92
49538,4089
49539,302
49540,86
49541,1093
49542,881
49543,386
49544,77
49545,1058
49546,277
49547,19
49548,307
49549,21
49550,988
49551,10
49552,71
49553,1000
49554,318
49555,9
49556,57
49557,1
49558,168
49559,2367
49560,20
49561,1017
49562,14672
49563,739
49564,254
49565,3306
49566,1601
49567,88
49568,11
49569,38
49570,16
49571,1356
49572,2375
49573,1168
49574,3154
49575,305
49576,378
49577,15
49578,88
49579,44
49580,45
49581,49973
49582,230
49583,16
49584,1000
49585,86
49586,1
49587,1716
49588,2003
49589,2309
49590,110
49591,109
49592,320
49593,112
49594,239
49595,1298
49596,1320
49597,1015
49598,707
49599,417
49600,21
49601,2344
49602,82
49603,535
49604,281
49605,236
49606,407
49607,149
49608,3
49609,1187
49610,1054
49611,144
49612,6
49613,231
49614,6963
49615,13
49616,1871
49617,81
49618,2093
49619,2171
49620,124
49621,110
49622,44430
49623,327
49624,140
49625,2894
49626,20902
49627,486
49628,3
49629,1895
49630,216
49631,98501
49632,12200
49633,851
49634,373
49635,169
49636,464
49637,104
49638,25
49639,703
49640,3248
49641,1556
49642,259
49643,31
49644,184
49645,2274
49646,45
49647,17136
49648,165
49649,545
49650,66
49651,36
49652,26
49653,6
49654,147
49655,1800
49656,2
49657,16
49658,245
49659,263
49660,246
49661,58
49662,162
49663,790
49664,87
49665,101
49666,64
49667,22
49668,425
49669,712
49670,19
49671,51
49672,1875
49673,2
49674,745
49675,4
49676,294
49677,97
49678,919
49679,45
49680,2
49681,1543
49682,1753
49683,60
49684,880
49685,17
49686,149
49687,96
49688,5390
49689,371
49690,1368
49691,391
49692,602
49693,293
49694,71
49695,13
49696,985
49697,2041
49698,332
49699,1108
49700,280
49701,2884
49702,1089
49703,196
49704,151
49705,2673
49706,463
49707,1224
49708,500
49709,2693
49710,1328
49711,12
49712,12
49713,385
49714,1
49715,268
49716,1277
49717,149
49718,50
49719,319
49720,658
49721,1
49722,71
49723,187
49724,395
49725,72
49726,855
49727,23
49728,122
49729,82
49730,221
49731,566
49732,227
49733,49
49734,151
49735,952
49736,17506
49737,60
49738,1364
49739,2684
49740,1855
49741,1621
49742,2
49743,508
49744,268
49745,95
49746,10
49747,3498
49748,2
49749,1207
49750,461
49751,181
49752,2467
49753,5
49754,903
49755,16
49756,29
49757,729
49758,2751
49759,3699
49760,369
49761,1498
49762,392
49763,243
49764,759
49765,589
49766,26
49767,13
49768,47
49769,716
49770,129
49771,452
49772,98
49773,39
49774,1672
49775,14
49776,122
49777,18
49778,1
49779,119
49780,687
49781,590
49782,2326
49783,254
49784,227
49785,24
49786,22
49787,90
49788,815
49789,0
49790,966
49791,35
49792,12
49793,631
49794,263
49795,14
49796,1044
49797,140
49798,94
49799,5239
49800,269
49801,29
49802,585
49803,85
49804,664
49805,480
49806,9870
49807,47
49808,397
49809,7000
49810,4402
49811,29
49812,144
49813,1455
49814,2934
49815,1
49816,2976
49817,14
49818,3513
49819,1456
49820,48
49821,19325
49822,5
49823,12358
49824,14
49825,103
49826,252
49827,2348
49828,385
49829,10
49830,32
49831,423
49832,141
49833,323
49834,510
49835,42
49836,51
49837,2050
49838,778
49839,23848
49840,254
49841,31
49842,1709
49843,607
49844,20
49845,214
49846,122
49847,16474
49848,1048
49849,1972
49850,19
49851,70
49852,828
49853,376
49854,76
49855,36
49856,167
49857,6271
49858,54
49859,17
49860,181
49861,5778
49862,561
49863,251
49864,595
49865,14347
49866,5492
49867,77962
49868,37
49869,1080
49870,2776
49871,255
49872,6
49873,1638
49874,83
49875,10
49876,200
49877,747
49878,49
49879,52203
49880,66
49881,157
49882,45
49883,485
49884,606
49885,22
49886,617
49887,236
49888,120
49889,5873
49890,239
49891,3762
49892,409
49893,149
49894,212
49895,1151
49896,18
49897,52
49898,2474
49899,4979
49900,221
49901,842
49902,33
49903,381
49904,205
49905,57
49906,704
49907,81
49908,234
49909,290
49910,8797
49911,252
49912,885
49913,1199
49914,115
49915,414
49916,2944
49917,739
49918,928
49919,374
49920,208
49921,586
49922,36
49923,10099
49924,2199
49925,538
49926,143
49927,636
49928,2784
49929,50
49930,1734
49931,100
49932,436
49933,34
49934,4
49935,959
49936,13
49937,6359
49938,59
49939,1012
49940,380
49941,175
49942,0
49943,27
49944,1239
49945,1676
49946,1499
49947,872
49948,212
49949,1146
49950,79
49951,56
49952,13
49953,1135
49954,15
49955,446
49956,164
49957,14
49958,716
49959,1683
49960,1459
49961,7
49962,950
49963,134
49964,42
49965,288
49966,43
49967,250
49968,708
49969,8051
49970,137390
49971,209
49972,1213
49973,225
49974,1230
49975,50
49976,1766
49977,19
49978,549
49979,192
49980,148
49981,146
49982,829
49983,537
49984,42
49985,31
49986,24
49987,43
49988,603
49989,55
49990,296
49991,527
49992,451
49993,278
49994,132
49995,7
49996,1095
49997,77
49998,108
49999,614
50000,316
50001,203
50002,52
50003,8863
50004,2187
50005,77
50006,27
50007,118
50008,3614
50009,1050
50010,7
50011,780
50012,4
50013,89
50014,8
50015,2324
50016,74
50017,4953
50018,290
50019,2122
50020,264
50021,106
50022,34284
50023,9846
50024,179
50025,2516
50026,59
50027,463
50028,793
50029,15962
50030,1616
50031,8
50032,9699
50033,368
50034,1014
50035,1090
50036,47900
50037,2808
50038,2745
50039,4171
50040,3775
50041,2630
50042,107
50043,309
50044,47
50045,30
50046,807
50047,8
50048,167
50049,98
50050,18
50051,20
50052,3
50053,219
50054,3936
50055,1290
50056,591
50057,751
50058,1697
50059,2714
50060,13
50061,11
50062,21
50063,19
50064,228
50065,430
50066,3200
50067,56
50068,152
50069,1849
50070,257
50071,1586
50072,461
50073,7
50074,297
50075,486
50076,3081
50077,103
50078,905
50079,80
50080,9
50081,385
50082,26
50083,1889
50084,10
50085,10155
50086,158
50087,487
50088,5911
50089,1132
50090,368
50091,42372
50092,34
50093,157
50094,145
50095,517
50096,467
50097,238
50098,15
50099,4595
50100,18
50101,53
50102,37
50103,25
50104,421
50105,70
50106,1931
50107,21
50108,603
50109,5844
50110,47
50111,14078
50112,380
50113,1046
50114,140
50115,247
50116,2731
50117,116
50118,230
50119,23
50120,120
50121,36083
50122,6
50123,38
50124,102
50125,4242
50126,65
50127,34
50128,51
50129,829
50130,58
50131,100
50132,1883
50133,71
50134,2424
50135,442
50136,80
50137,0
50138,3
50139,47
50140,119
50141,368
50142,133
50143,3170
50144,171
50145,354
50146,1221
50147,3982
50148,45
50149,52
50150,16921
50151,2096
50152,42
50153,41
50154,1325
50155,9
50156,6077
50157,732
50158,518
50159,51514
50160,299
50161,625
50162,309
50163,12735
50164,417
50165,995
50166,49
50167,5
50168,1919
50169,12
50170,78
50171,82
50172,173
50173,199
50174,1009
50175,76
50176,844
50177,254
50178,51
50179,1578
50180,8054
50181,7205
50182,347
50183,310
50184,685
50185,8387
50186,4358
50187,128
50188,71
50189,148
50190,359
50191,2182
50192,17
50193,938
50194,1567
50195,412
50196,266
50197,6
50198,217
50199,5
50200,391
50201,699
50202,6097
50203,8
50204,4
50205,1885
50206,9
50207,561
50208,103
50209,5150
50210,52
50211,5
50212,2978
50213,594
50214,10
50215,11
50216,2978
50217,15
50218,45
50219,127
50220,4096
50221,64
50222,474
50223,45
50224,79
50225,11
50226,4869
50227,178
50228,120
50229,317
50230,16
50231,1049
50232,367
50233,62
50234,285
50235,17
50236,177
50237,558
50238,35
50239,1969
50240,100
50241,9
50242,86
50243,1062
50244,125
50245,5
50246,208
50247,48
50248,261
50249,7591
50250,1646
50251,62
50252,11
50253,152
50254,63
50255,154
50256,7
50257,11
50258,54
50259,114
50260,329
50261,288
50262,788
50263,4125
50264,131
50265,379
50266,5681
50267,2185
50268,671
50269,807
50270,371
50271,916
50272,2
50273,0
50274,55
50275,52
50276,39
50277,1586
50278,6
50279,58
50280,69792
50281,14
50282,2884
50283,298
50284,392
50285,50
50286,972
50287,146
50288,776
50289,354
50290,69
50291,3113
50292,86
50293,6202
50294,2749
50295,21
50296,19
50297,396
50298,398
50299,17
50300,1908
50301,534
50302,508
50303,3129
50304,2566
50305,44
50306,104
50307,3
50308,102
50309,9
50310,14
50311,1463
50312,19
50313,5
50314,5
50315,280
50316,69601
50317,23715
50318,96
50319,28
50320,2
50321,2047
50322,312
50323,480
50324,1486
50325,512
50326,5308
50327,3031
50328,1746
50329,2554
50330,1551
50331,21303
50332,434
50333,571
50334,168
50335,472
50336,183
50337,107
50338,75
50339,826
50340,16843
50341,268
50342,421
50343,1222
50344,11
50345,1632
50346,398
50347,2481
50348,1269
50349,6
50350,24
50351,2468
50352,776
50353,13
50354,9
50355,3799
50356,703
50357,142
50358,15975
50359,1027
50360,42
50361,75
50362,52
50363,71
50364,2078
50365,3043
50366,23
50367,327
50368,236
50369,29
50370,1065
50371,2962
50372,41
50373,14
50374,3903
50375,81
50376,49
50377,27
50378,54
50379,44
50380,1
50381,19800
50382,306
50383,23
50384,173
50385,234
50386,568
50387,7
50388,29
50389,149
50390,22
50391,80
50392,8
50393,1616
50394,220
50395,937
50396,71
50397,954
50398,93
50399,5
50400,10
50401,182
50402,94
50403,123348
50404,248
50405,961
50406,2809
50407,25
50408,0
50409,159
50410,2359
50411,5572
50412,82
50413,3161
50414,1743
50415,4
50416,110
50417,5
50418,42
50419,95
50420,37
50421,2641
50422,1591
50423,3021
50424,1212
50425,262
50426,961
50427,16
50428,70
50429,81
50430,1120
50431,3228
50432,109
50433,2972
50434,11
50435,2215
50436,37
50437,828
50438,5
50439,184
50440,171
50441,894
50442,46
50443,332
50444,144
50445,3390
50446,1281
50447,12549
50448,2958
50449,817
50450,47
50451,1754
50452,59
50453,2553
50454,90
50455,173
50456,2085
50457,37
50458,228
50459,184
50460,7141
50461,75
50462,3
50463,883
50464,758
50465,134
50466,114
50467,4512
50468,387
50469,6053
50470,289
50471,133
50472,81
50473,1267
50474,47
50475,54
50476,66
50477,1368
50478,470
50479,31
50480,35
50481,6825
50482,1389
50483,415
50484,404
50485,7
50486,129
50487,167
50488,983
50489,1100
50490,673
50491,85
50492,122
50493,947
50494,1642
50495,446
50496,4
50497,41
50498,98
50499,1462
50500,375
50501,712
50502,3025
50503,166
50504,39
50505,370
50506,2234
50507,768
50508,12
50509,933
50510,4
50511,8
50512,1202
50513,4
50514,38
50515,1107
50516,934
50517,37
50518,219
50519,120
50520,90
50521,865
50522,873
50523,642
50524,40
50525,4245
50526,1146
50527,341
50528,61
50529,21
50530,1172
50531,6386
50532,12457
50533,3
50534,11
50535,83
50536,0
50537,14
50538,7
50539,5668
50540,314
50541,28520
50542,30
50543,303
50544,678
50545,224
50546,138
50547,52
50548,1176
50549,1027
50550,894
50551,47
50552,277
50553,249
50554,2210
50555,33
50556,1
50557,495
50558,121
50559,5178
50560,2
50561,51
50562,3143
50563,60
50564,1223
50565,235
50566,45
50567,2624
50568,73
50569,10
50570,1333
50571,386
50572,1178
50573,92
50574,2048
50575,311
50576,645
50577,11
50578,4413
50579,33
50580,305
50581,15333
50582,521
50583,51
50584,4023
50585,144
50586,740
50587,131
50588,435
50589,209
50590,158
50591,40
50592,303
50593,12
50594,308
50595,74
50596,9
50597,16
50598,151
50599,5064
50600,79
50601,30
50602,196
50603,12724
50604,8
50605,1531
50606,5866
50607,1416
50608,28
50609,848
50610,264
50611,383
50612,373
50613,33
50614,12
50615,7
50616,136
50617,36
50618,2
50619,3
50620,437
50621,29
50622,9529
50623,941
50624,39
50625,184
50626,34
50627,722
50628,72
50629,92
50630,27
50631,1046
50632,290
50633,37
50634,504
50635,84
50636,418
50637,15581
50638,82
50639,72
50640,51
50641,680
50642,554
50643,1678
50644,16009
50645,2605
50646,171
50647,1199
50648,278
50649,1322
50650,417
50651,519
50652,8671
50653,76
50654,11
50655,168
50656,7
50657,1662
50658,4
50659,4991
50660,2
50661,63
50662,1589
50663,4
50664,777
50665,193
50666,1142
50667,155
50668,68
50669,54
50670,94
50671,757
50672,39
50673,32
50674,18
50675,325
50676,23
50677,6496
50678,371
50679,2394
50680,1199
50681,1195
50682,125
50683,1915
50684,24
50685,930
50686,416
50687,16208
50688,99
50689,23
50690,850
50691,5495
50692,5
50693,60
50694,422
50695,395
50696,277
50697,278
50698,3559
50699,2
50700,169
50701,36
50702,3929
50703,26
50704,129
50705,192
50706,38
50707,808
50708,548
50709,93
50710,93
50711,233
50712,846
50713,3249
50714,567
50715,21
50716,672
50717,295
50718,288
50719,12
50720,17
50721,1
50722,1623
50723,214
50724,8
50725,96
50726,4526
50727,7870
50728,954
50729,110
50730,3652
50731,1392
50732,30
50733,31
50734,40
50735,5180
50736,471
50737,2427
50738,166
50739,879
50740,11
50741,63
50742,39
50743,62
50744,2266
50745,129
50746,222
50747,103
50748,1470
50749,333
50750,70
50751,25
50752,409
50753,111
50754,3072
50755,180
50756,6340
50757,372
50758,16452
50759,387
50760,7700
50761,88
50762,295
50763,204
50764,2009
50765,10
50766,6347
50767,531
50768,216
50769,33
50770,13
50771,1096
50772,2339
50773,257
50774,322
50775,7
50776,3717
50777,501
50778,111
50779,971
50780,200
50781,2639
50782,3036
50783,207
50784,55
50785,1
50786,27
50787,28
50788,860
50789,86
50790,6081
50791,66
50792,1230
50793,26
50794,15
50795,148
50796,2338
50797,473
50798,38
50799,410
50800,202
50801,188
50802,89
50803,14
50804,3921
50805,1182
50806,2042
50807,1093
50808,149
50809,105
50810,32
50811,54
50812,765
50813,60
50814,2117
50815,6510
50816,2425
50817,64
50818,690
50819,1027
50820,382
50821,43337
50822,15
50823,3221
50824,77
50825,3492
50826,3948
50827,62
50828,523
50829,301
50830,25
50831,12649
50832,2566
50833,121
50834,3523
50835,28
50836,1863
50837,662
50838,242
50839,367
50840,73
50841,21
50842,540
50843,1792
50844,1407
50845,210
50846,159
50847,568
50848,99
50849,211
50850,61
50851,24
50852,42
50853,358
